engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,model_year,origin,fuel_type,drivetrain,num_doors,fuel_efficiency_mpg
200,2,118,3185.4271198004844,12.1,2007,Europe,Diesel,Front-wheel drive,0,13.558840787551784
230,6,162,3610.2941231450586,17.1,2001,USA,Gasoline,Front-wheel drive,2,12.022080823968098
240,4,,3270.360906840986,,2017,Asia,Gasoline,All-wheel drive,1,13.801207889316876
210,7,151,2827.7326835401464,15.4,2020,Asia,Gasoline,All-wheel drive,-1,16.19548163552655
230,2,134,2868.8308832960633,17,2014,Asia,Diesel,All-wheel drive,3,15.259163130435597
120,4,164,2963.3523968153313,18.9,2003,USA,Diesel,Front-wheel drive,0,15.14955525956557
120,3,102,2157.718256525963,22.5,2009,USA,Gasoline,All-wheel drive,0,18.00378016657563
210,6,121,2225.120847855977,14.3,2023,Europe,Diesel,All-wheel drive,-1,18.053000964771737
270,2,96,2951.6673701622485,14.3,2006,Europe,Diesel,Front-wheel drive,-1,15.00900670054593
220,2,185,2612.7183576045063,21,2013,Asia,Diesel,Front-wheel drive,0,16.657618752564627
270,6,160,2802.5189091406933,15.8,2005,Europe,Gasoline,Front-wheel drive,,16.177715996306052
180,5,181,2849.8055487074275,,2000,Europe,Gasoline,All-wheel drive,0,15.13408412877965
240,2,,2218.452556204131,14,2008,USA,Gasoline,Front-wheel drive,0,18.76547923456836
180,4,90,3356.037477921195,16.3,2015,Europe,Diesel,All-wheel drive,-1,12.837430509147351
150,4,124,2472.8200442465836,17.9,2014,USA,Diesel,All-wheel drive,0,17.268400979916784
260,5,138,3014.061529833368,,2022,Europe,Gasoline,Front-wheel drive,-2,14.601181807208091
230,6,160,3098.479889701999,18.8,2022,Asia,Gasoline,Front-wheel drive,-1,14.727077250213911
160,4,210,2979.5317348475546,15.2,2010,Asia,Diesel,Front-wheel drive,0,15.784681226244679
290,3,190,4326.565702662577,15.5,2009,Europe,Gasoline,All-wheel drive,0,8.669351197871249
80,2,82,3141.875989022751,12.6,2001,Asia,Diesel,All-wheel drive,0,14.17161515889398
230,2,182,3041.964592561489,16.7,2010,Europe,Diesel,All-wheel drive,0,15.18828664996517
160,,126,3543.122332461703,,2007,Asia,Gasoline,All-wheel drive,1,12.245730387596328
290,1,162,2625.1456938074257,18.5,2004,Europe,Gasoline,Front-wheel drive,0,16.475966675467102
150,6,,3409.9284578954025,14.6,2021,Asia,Gasoline,Front-wheel drive,,13.499729762759499
200,,92,2855.542026728494,14.9,2003,USA,Gasoline,Front-wheel drive,0,14.225418695141368
140,3,125,2794.937032396082,,2021,USA,Diesel,Front-wheel drive,0,15.453539603363422
150,6,145,2537.19798785333,8.4,2019,Asia,Gasoline,Front-wheel drive,1,17.672813519620483
190,3,,2903.4673920482915,13.3,2003,Europe,Diesel,Front-wheel drive,0,16.047526789118436
170,8,,3055.6166660607873,15.5,2015,Europe,Diesel,Front-wheel drive,-1,14.377909638012769
240,3,203,2270.1489585986837,16.3,2003,Asia,Diesel,Front-wheel drive,-3,18.76216688930886
230,5,160,3708.067258488876,13,2007,Asia,Diesel,All-wheel drive,-1,11.698802908152917
180,7,138,2064.3054603881774,17.3,2005,Asia,Gasoline,All-wheel drive,0,19.250480640656036
180,3,,3384.4381684759305,15.5,2023,USA,Diesel,Front-wheel drive,-1,12.526592383372307
280,11,143,2495.207628423809,16.5,2008,Asia,Gasoline,All-wheel drive,0,17.76769265698941
150,3,145,3455.7727202377787,13,2003,Asia,Gasoline,Front-wheel drive,-1,12.731186394984288
180,5,144,3260.9247952374117,16.2,2015,USA,Gasoline,Front-wheel drive,1,14.029957894297263
130,4,148,2898.904138832919,10.6,2001,USA,Gasoline,Front-wheel drive,-2,15.545010341333676
250,5,152,3097.169134406736,19.9,2008,USA,Diesel,Front-wheel drive,0,13.69890237097249
230,6,182,4342.954065088886,14.5,2018,USA,Gasoline,All-wheel drive,1,8.49771957324971
250,5,118,2892.095507433469,17.4,2008,Asia,Diesel,Front-wheel drive,1,15.424416100296463
200,2,91,2728.1567616675848,14.7,2003,Asia,Gasoline,Front-wheel drive,,16.270654557621466
190,4,171,2937.3001054108536,11.5,2010,USA,Gasoline,All-wheel drive,0,15.73862201584642
240,3,,3122.6859218312056,17,2018,Asia,Gasoline,Front-wheel drive,0,13.049326573727015
240,7,187,3708.472532845186,18.7,2019,Europe,Gasoline,Front-wheel drive,-1,11.561743556040259
190,3,137,2870.691004922849,,2009,Europe,Diesel,All-wheel drive,0,15.814746240605254
240,2,161,2301.926852433535,,2004,USA,Gasoline,All-wheel drive,0,18.169279602006462
260,6,138,2269.6865666730682,,2018,USA,Gasoline,Front-wheel drive,,18.448383543683192
170,5,191,2986.654773879096,10.1,2008,Europe,Gasoline,All-wheel drive,0,15.680359940811023
250,1,129,2934.9277042597028,15.4,2009,USA,Diesel,All-wheel drive,0,15.517400662335383
200,0,157,3047.211514786145,13.8,2022,Europe,Gasoline,Front-wheel drive,0,15.731320277119277
160,3,121,2963.5664217872522,13.1,2011,Europe,Gasoline,All-wheel drive,0,15.203293079950093
220,6,171,2741.3238768767883,18.3,2014,USA,Diesel,All-wheel drive,1,16.25159886767917
250,4,130,2843.089550139266,16.2,2021,Asia,Diesel,All-wheel drive,0,16.262667673036383
310,4,194,2813.8759164345074,,2007,Europe,Gasoline,All-wheel drive,-2,15.43445262110459
250,2,142,3524.3943440102084,16.8,2014,USA,Gasoline,Front-wheel drive,-1,12.420309369905262
100,4,158,2429.594446049894,13.2,2005,Asia,Diesel,Front-wheel drive,2,18.33234611554011
250,3,162,3563.3383128422906,17.1,2015,USA,Diesel,Front-wheel drive,1,12.114511262321434
240,1,147,4078.382331765727,12,2007,USA,Diesel,Front-wheel drive,0,9.194797912237522
270,2,192,3717.105782449654,16.3,2010,Europe,Gasoline,Front-wheel drive,1,11.904849408993291
150,1,164,2704.326487364847,16.7,2003,Europe,Diesel,Front-wheel drive,0,16.663741748837968
240,3,144,3423.6700740181172,16.7,2014,Europe,Gasoline,Front-wheel drive,1,12.986634605554581
170,6,177,3705.111696953209,17.2,2011,USA,Diesel,Front-wheel drive,-1,10.920187914139342
230,2,111,2974.3737328997527,,2015,Asia,Gasoline,All-wheel drive,0,14.65704175151573
190,5,126,2773.862995145724,15.8,2019,Europe,Diesel,Front-wheel drive,0,16.09856305969708
220,4,217,2250.284669318809,14.5,2020,Europe,Diesel,Front-wheel drive,0,18.86521399422018
220,2,145,3127.1714807126755,12.9,2013,Europe,Gasoline,All-wheel drive,2,14.46949353326544
180,3,134,3354.137250110598,13,2020,USA,Diesel,All-wheel drive,-2,13.145673753121745
220,5,153,2936.932887553458,13.7,2015,USA,Gasoline,All-wheel drive,0,15.097066812578449
240,3,164,3152.5814172834275,13,2013,Europe,Diesel,All-wheel drive,0,14.730643115660527
240,6,,3420.640034878525,13.8,2018,Europe,Diesel,All-wheel drive,0,12.228685452198683
170,2,202,2453.343838910644,13.9,2009,Asia,Gasoline,All-wheel drive,0,18.259479801882517
310,1,164,2734.7591970950625,11,2015,Asia,Gasoline,All-wheel drive,,16.66187943465649
240,,168,2751.932773923678,18.2,2002,Europe,Gasoline,All-wheel drive,3,16.131174087595863
240,6,223,3520.5407204949215,14.4,2004,Asia,Diesel,Front-wheel drive,0,13.48469477546152
110,3,116,3013.7013218740526,18.1,2005,Europe,Diesel,All-wheel drive,0,13.442767073298572
190,4,108,2660.7368833202736,17.4,2007,Europe,Diesel,All-wheel drive,2,16.364263858548636
150,4,124,3445.8983806853917,,2004,Asia,Gasoline,All-wheel drive,1,12.927438584903143
240,4,,2441.4198037278998,14.6,2016,Europe,Diesel,All-wheel drive,-2,18.067815204786225
200,5,125,1977.0872963578674,16.6,2023,Europe,Diesel,All-wheel drive,1,19.850166096424662
130,3,180,2875.112831983604,15.4,2012,Asia,Diesel,All-wheel drive,1,15.88266103719102
210,8,157,3509.1028679110373,16.1,2018,Asia,Diesel,Front-wheel drive,0,12.548047696045789
220,10,190,3565.4135652180207,10.3,2017,USA,Diesel,Front-wheel drive,0,12.255444237538285
150,5,132,2661.210801210694,17.1,2004,USA,Diesel,Front-wheel drive,1,16.893924782585565
140,7,174,2789.032894720777,11.7,2013,Europe,Gasoline,All-wheel drive,1,16.08975254298849
280,,157,2900.380592770781,8.8,2014,USA,Gasoline,All-wheel drive,-1,16.08896090477612
130,4,146,3063.902741733921,15,2003,Europe,Gasoline,Front-wheel drive,0,14.886678700763628
270,1,140,2913.6281987810003,15.4,2018,Asia,Diesel,All-wheel drive,-1,15.164770072513814
170,3,194,3616.7936973129495,15,2015,Europe,Diesel,All-wheel drive,-1,11.94150057416847
130,5,141,2946.546820880891,16.8,2018,USA,Diesel,Front-wheel drive,0,15.672093017665816
170,4,142,2765.4695407096992,11.5,2020,USA,Diesel,All-wheel drive,0,16.643007742888237
160,,165,3085.285038170256,12.5,2010,Asia,Gasoline,Front-wheel drive,,15.107635178911819
240,1,173,2347.3131444223977,17.8,2011,Asia,Diesel,All-wheel drive,0,18.59792379951869
180,3,201,3055.60854484898,16.3,2009,Asia,Gasoline,Front-wheel drive,1,14.529642479482689
130,5,96,2825.054378545631,14.7,2015,Asia,Gasoline,All-wheel drive,-1,15.68978582679542
160,1,151,3656.4267977174113,,2012,Europe,Gasoline,Front-wheel drive,-1,11.735193311264897
160,1,128,2681.6859176071343,11.9,2003,USA,Gasoline,All-wheel drive,0,16.43144829102122
250,3,128,2831.991412735697,13.5,2002,USA,Gasoline,Front-wheel drive,0,16.028172908981226
190,2,167,3195.253132019846,14.9,2004,Europe,Gasoline,Front-wheel drive,1,14.01031498271453
250,2,146,2714.5731072644076,17.7,2003,USA,Gasoline,All-wheel drive,,15.66851253595321
310,,118,2550.9200258820565,15.6,2018,USA,Gasoline,Front-wheel drive,-1,16.251833353960414
150,5,174,2708.302065661304,17.4,2004,Asia,Gasoline,All-wheel drive,-1,16.512943114226328
180,4,112,3373.7380578165216,16.5,2012,Europe,Gasoline,All-wheel drive,-2,11.956838889957712
170,6,,2747.908994445223,,2004,Asia,Gasoline,Front-wheel drive,0,15.97896717870457
140,3,86,2973.7422428172836,14.9,2004,Europe,Diesel,Front-wheel drive,0,14.462433645579521
210,2,141,3631.288732117183,12.7,2010,USA,Diesel,All-wheel drive,-1,12.045200016446406
160,0,,3063.8979431336197,15.2,2008,Europe,Diesel,Front-wheel drive,-1,15.08419878015645
200,7,117,3118.9888109873355,14.7,2009,Asia,Diesel,All-wheel drive,-2,14.483878618293257
270,3,142,2933.7127863597284,,2012,Asia,Gasoline,Front-wheel drive,1,14.737935996759958
210,7,168,3222.205754056844,16.2,2019,USA,Gasoline,All-wheel drive,0,14.14429809107747
100,3,164,2979.3855050926068,15.7,2004,USA,Gasoline,All-wheel drive,-1,15.620218759651879
120,3,206,3393.5778775364633,16.8,2022,Asia,Gasoline,Front-wheel drive,-2,13.429872238656014
200,5,210,2517.4192524462096,17.4,2015,Asia,Diesel,Front-wheel drive,2,17.76679968615419
160,4,138,3115.0534440897363,10.6,2012,USA,Diesel,All-wheel drive,1,15.031993455801567
190,7,198,3075.4787619519266,15.6,2020,Europe,Gasoline,All-wheel drive,1,15.223007605154026
240,4,162,3098.2882763879147,17.2,2010,USA,Gasoline,All-wheel drive,-1,15.41057274520947
160,2,173,3158.596508757272,14.8,2016,Europe,Gasoline,Front-wheel drive,-1,14.647136387346732
190,5,119,3266.923690447896,16.4,2020,Europe,Gasoline,Front-wheel drive,0,13.389843273701418
170,2,199,2767.1097090881294,13.1,2002,Asia,Diesel,All-wheel drive,0,17.489308187143546
140,4,196,3260.678648921004,12.9,2022,USA,Gasoline,All-wheel drive,1,14.63444505581864
270,1,188,2998.9684984614755,11.8,2002,USA,Diesel,Front-wheel drive,2,15.733487082509184
190,3,186,3252.197197777913,14.6,2004,Asia,Diesel,Front-wheel drive,1,14.44593455066713
230,5,127,3283.5081465860276,,2021,Asia,Gasoline,All-wheel drive,-2,13.381149393692526
250,4,140,3549.877874801432,14.8,2021,Asia,Diesel,All-wheel drive,2,12.239066789282225
110,4,171,2300.4367248609547,12.4,2006,Asia,Diesel,Front-wheel drive,0,18.97591010935492
270,4,146,3141.2665818601886,12.3,2010,USA,Gasoline,Front-wheel drive,0,14.078699961371749
160,10,132,2776.0625815990384,18.2,2005,Asia,Diesel,Front-wheel drive,1,15.637434716462446
280,5,148,2846.584766583605,13.5,2000,USA,Gasoline,All-wheel drive,-2,15.661825161244273
240,3,156,3210.396174349336,12.3,2018,Asia,Diesel,All-wheel drive,-1,14.097565208341567
210,4,150,2785.7711760968104,,2003,USA,Diesel,All-wheel drive,-1,16.12276643943091
120,5,151,3478.897887974328,17.3,2015,USA,Diesel,All-wheel drive,-1,12.928389258845877
280,3,195,4062.3979300414203,,2007,USA,Diesel,Front-wheel drive,1,10.4820665825075
230,2,178,2669.2602778137034,10.8,2008,Europe,Gasoline,All-wheel drive,0,16.75532490663933
230,4,102,1829.6917380256127,15.6,2017,Europe,Gasoline,All-wheel drive,0,20.124726172453443
260,5,158,2880.7673828938578,12.5,2012,Asia,Diesel,Front-wheel drive,0,15.961664603918386
130,1,154,3003.755410049043,16.2,2002,Asia,Gasoline,All-wheel drive,2,15.19604288920908
220,7,128,3074.8527605631425,13.3,2013,Europe,Gasoline,Front-wheel drive,,15.004177902992001
250,5,162,2778.031075286004,17.5,2020,Europe,Diesel,Front-wheel drive,-1,15.028005355217887
120,,134,2515.5589421206028,11.8,2007,Europe,Gasoline,All-wheel drive,0,17.797243760528687
170,5,162,2786.356063520886,17.6,2020,USA,Gasoline,Front-wheel drive,0,16.172344208393138
140,4,123,2947.2613823614424,,2009,Asia,Diesel,All-wheel drive,0,14.954054007130555
290,5,178,2308.1543274731157,,2003,Europe,Diesel,Front-wheel drive,1,18.67799162466218
180,3,166,2360.362950692531,14.7,2021,Europe,Gasoline,All-wheel drive,0,18.171928864925338
110,6,127,3271.4464838042722,,2006,Europe,Gasoline,All-wheel drive,1,12.826468135598759
160,3,115,2878.3007646806695,16.6,2021,Asia,Diesel,Front-wheel drive,1,15.112669307779173
260,4,138,3472.318696298503,17.8,2002,USA,Diesel,Front-wheel drive,1,12.499621629223546
170,3,163,3501.9051243253366,14.8,2009,USA,Diesel,Front-wheel drive,-1,12.868838196947387
120,4,104,3426.978874364882,15.5,2021,Europe,Gasoline,Front-wheel drive,0,12.038194784669113
230,2,148,2279.0426290165033,13.2,2019,Europe,Diesel,Front-wheel drive,0,18.863400409261615
180,,119,2940.005380410145,17.5,2015,Asia,Diesel,Front-wheel drive,0,15.215572148589038
300,13,132,3870.1016297993356,13,2020,USA,Gasoline,Front-wheel drive,1,10.851124234582976
230,2,140,3091.6036011536758,12.7,2008,Asia,Gasoline,All-wheel drive,0,14.688795589723997
330,8,99,3038.3640616349794,18.1,2022,Europe,Gasoline,Front-wheel drive,0,13.326639264682864
150,1,186,3626.9592395957334,12.2,2020,USA,Gasoline,Front-wheel drive,,12.255472620228241
240,7,146,2333.592268615187,17.3,2007,USA,Gasoline,All-wheel drive,2,17.69324764273293
150,5,148,3315.3594140284413,,2015,Europe,Diesel,All-wheel drive,-1,13.427438857655337
170,2,122,2885.713429893008,12.3,2013,USA,Diesel,Front-wheel drive,,15.495855907330991
210,3,168,3745.6955412205507,16.6,2014,Europe,Gasoline,All-wheel drive,0,11.214775233182495
140,2,105,2674.5128273656733,15.1,2001,Europe,Diesel,Front-wheel drive,-1,16.656712929766933
180,4,152,2563.8155149160634,13.7,2003,Asia,Gasoline,All-wheel drive,2,17.49982999245488
350,5,150,3002.1147948317307,15.3,2004,USA,Diesel,Front-wheel drive,0,14.614692516355344
200,,170,3338.1146435436917,16.8,2022,Asia,Gasoline,All-wheel drive,0,12.891082406791167
200,4,171,2624.5993100252863,13,2023,Europe,Gasoline,All-wheel drive,0,17.575950072895882
160,1,171,3463.160703577253,13.8,2003,Europe,Diesel,All-wheel drive,,12.641766696642238
130,4,125,3231.991631407008,,2004,Europe,Gasoline,All-wheel drive,0,13.79464133237664
240,4,122,3514.044629507255,19.7,2004,USA,Diesel,Front-wheel drive,0,11.262055647885362
230,6,146,2431.595744075655,,2005,USA,Diesel,Front-wheel drive,0,17.208916477676397
230,5,143,2159.0261902269494,13.6,2002,Europe,Gasoline,All-wheel drive,0,19.527048900670987
210,4,178,2668.501778696133,14.9,2016,Europe,Diesel,All-wheel drive,1,17.60179695800885
350,4,105,3655.868126218373,,2016,Asia,Diesel,Front-wheel drive,-1,12.058250813981207
240,5,110,2109.8294944651043,14.6,2007,Europe,Diesel,All-wheel drive,0,18.67549551555931
130,4,237,2544.2278615628193,13.6,2005,USA,Diesel,All-wheel drive,2,18.83255286266515
190,3,143,3980.0417613517143,13.2,2016,Europe,Gasoline,Front-wheel drive,2,10.277067396591193
140,4,189,1677.3791842282976,14.3,2019,Europe,Gasoline,Front-wheel drive,-1,21.579879356215322
220,5,145,3401.3852458338533,12.7,2022,Asia,Gasoline,Front-wheel drive,1,13.173655111380638
250,5,181,3019.3414901862034,,2008,USA,Gasoline,Front-wheel drive,,15.576274631772641
160,2,,2183.22092104441,18.1,2021,Europe,Gasoline,All-wheel drive,0,18.96510171499031
220,,117,3526.3119589988983,12,2014,USA,Diesel,All-wheel drive,2,13.318141884932146
280,8,161,4282.128113683643,14.1,2023,Europe,Diesel,Front-wheel drive,-2,9.143046480303349
240,5,,2951.6844653983435,22.2,2015,Europe,Diesel,All-wheel drive,1,14.974245338828181
200,3,183,3214.944556234896,15.2,2011,USA,Diesel,All-wheel drive,0,14.71659709705727
170,5,195,3520.8476630051828,14.7,2020,USA,Diesel,All-wheel drive,2,12.79886279785619
190,6,146,3956.81131813061,,2006,Europe,Gasoline,Front-wheel drive,1,10.567998041916491
150,5,134,2601.2967601208306,17.7,2015,Europe,Diesel,Front-wheel drive,-1,15.937171956056462
190,2,114,3581.703251823247,15.1,2019,Europe,Diesel,Front-wheel drive,0,11.337391328856599
270,2,128,2089.3450243984526,,2000,USA,Gasoline,Front-wheel drive,0,19.05676993456459
170,5,148,3389.5313700519837,11,2004,Europe,Diesel,All-wheel drive,1,12.9258208028733
130,5,123,3798.823171397833,12.3,2007,Europe,Diesel,All-wheel drive,0,11.09849097051697
180,8,163,2705.3143627087534,13.7,2005,Asia,Gasoline,Front-wheel drive,-1,16.851355107389384
240,,163,3244.2745775117955,,2000,Europe,Gasoline,Front-wheel drive,-1,14.277922296215518
180,,143,3771.148245787325,11.3,2012,USA,Gasoline,Front-wheel drive,1,11.402796243575407
280,6,142,3138.566155285982,17.1,2002,Asia,Diesel,Front-wheel drive,-1,14.362521788914748
230,3,105,3452.9729324816603,13.9,2004,USA,Diesel,All-wheel drive,0,12.984016464013829
120,3,190,3197.438572505546,19.1,2007,Europe,Gasoline,All-wheel drive,1,14.733547534261048
290,4,156,3723.0485602776553,,2017,Asia,Gasoline,Front-wheel drive,,11.509438119818512
310,4,171,2641.655946542135,15.7,2018,USA,Gasoline,Front-wheel drive,-1,17.87459075511208
210,4,155,2776.0562531652736,15.4,2015,Asia,Gasoline,All-wheel drive,0,16.121786088598224
150,4,144,3070.088854053073,14.6,2019,Asia,Gasoline,Front-wheel drive,0,15.231418766126977
240,2,105,2830.6490130222405,18.5,2008,Asia,Diesel,All-wheel drive,0,14.526837018177353
180,2,132,2818.152515404046,13.9,2004,Europe,Diesel,Front-wheel drive,1,16.552092049014433
210,2,170,3814.68358957928,13.7,2008,USA,Diesel,Front-wheel drive,1,11.154360013771862
270,2,164,3922.1551769011767,,2001,Asia,Diesel,Front-wheel drive,-3,10.327289675358786
170,4,187,2709.3057912895715,20,2015,Europe,Gasoline,All-wheel drive,1,16.115689054434245
200,7,97,3239.4411069730745,10.9,2019,Asia,Diesel,Front-wheel drive,-1,14.063955637819072
110,7,114,2123.394795191768,15.6,2018,Europe,Gasoline,Front-wheel drive,0,19.117016415734202
320,5,169,2513.2328314978713,15.4,2011,USA,Gasoline,Front-wheel drive,0,18.40672447950277
160,4,125,3317.04204639791,19,2018,Europe,Diesel,Front-wheel drive,-1,12.77905629316582
220,3,142,3458.9394113906696,16.3,2022,Europe,Gasoline,All-wheel drive,-1,12.756071539125282
170,3,,3284.034102433342,13.6,2007,USA,Diesel,Front-wheel drive,-2,14.010412286517502
130,2,115,2952.9440673650165,14.5,2002,Asia,Diesel,All-wheel drive,0,14.719294968345318
240,6,181,2971.1033514667756,18.3,2008,Asia,Gasoline,Front-wheel drive,0,15.168316604982257
240,6,161,2752.631331362584,14.4,2016,Asia,Gasoline,Front-wheel drive,,15.50330010404551
170,4,108,3168.2842998230412,,2020,USA,Gasoline,All-wheel drive,,13.778521838188833
370,2,171,2483.1247746132613,13.8,2006,Asia,Gasoline,Front-wheel drive,0,17.762228825136447
210,3,135,4142.238839802322,16.4,2021,Europe,Gasoline,All-wheel drive,1,9.446409259540149
240,0,109,3390.199472224014,19,2010,USA,Diesel,All-wheel drive,,11.993355597773217
220,3,164,3734.859432997255,17.5,2016,Asia,Diesel,All-wheel drive,0,11.056881479950118
160,3,196,3189.7394216022576,17.5,2008,Europe,Diesel,All-wheel drive,1,13.698482704128985
200,4,164,3118.817818229404,13.1,2009,Asia,Gasoline,All-wheel drive,0,15.022711037758695
270,1,,2519.0810448697107,11.6,2023,Asia,Gasoline,All-wheel drive,0,17.510730015345313
210,4,181,3585.601576787487,17.7,2023,Europe,Gasoline,All-wheel drive,1,12.336376463714897
120,4,123,2219.6301319930744,13.7,2021,Europe,Gasoline,Front-wheel drive,-2,19.551943046051484
80,1,115,3926.5672826515406,17.8,2002,USA,Gasoline,Front-wheel drive,1,9.762875049271926
260,3,104,2460.6320342849895,12.3,2017,USA,Diesel,Front-wheel drive,0,17.85454632287901
230,4,133,2542.322492162514,17.9,2013,USA,Gasoline,All-wheel drive,0,16.564644822762677
190,6,184,2992.5834012794166,14.4,2003,Asia,Gasoline,Front-wheel drive,0,15.9509952621665
280,2,159,3440.456042805354,15.4,2002,USA,Gasoline,Front-wheel drive,-2,13.026295667093937
200,2,184,2696.7271887640522,12.6,2019,USA,Diesel,All-wheel drive,0,16.864693985386687
170,5,200,2887.5477995126935,16.2,2018,USA,Diesel,Front-wheel drive,1,16.283444697492826
210,7,185,2289.204274212934,11,2022,Asia,Gasoline,Front-wheel drive,1,19.64688618921176
180,4,151,2421.4089353286577,12.2,2002,Asia,Diesel,Front-wheel drive,0,18.61111363598558
220,5,169,3415.130303926856,13.6,2021,USA,Diesel,All-wheel drive,-1,13.349789773837392
180,4,131,4172.983576658875,17,2011,USA,Diesel,Front-wheel drive,1,9.015180596673654
210,5,136,3848.2971423142653,10,2020,USA,Diesel,All-wheel drive,-1,10.717960322163979
180,6,97,3284.0305407732467,15.6,2003,USA,Gasoline,All-wheel drive,3,12.69990232820924
80,5,124,3400.5606674756855,13.9,2001,Europe,Gasoline,All-wheel drive,2,12.127042483629301
280,2,,2783.8034884226477,12.9,2010,Europe,Gasoline,Front-wheel drive,1,15.364983456617875
310,0,123,3354.46545435532,19.8,2001,USA,Gasoline,Front-wheel drive,1,12.02548703486862
160,4,153,2792.9127074168737,16.5,2018,Europe,Gasoline,Front-wheel drive,0,15.768673555534
220,2,152,2920.9468985492467,17,2020,USA,Gasoline,All-wheel drive,1,15.469262737938887
70,4,133,2260.151494903569,19.1,2003,Asia,Gasoline,Front-wheel drive,1,17.736621071492518
190,4,,2617.887202620741,14.3,2014,USA,Gasoline,All-wheel drive,1,17.13491988808025
190,5,131,3642.553065519864,12.8,2005,Asia,Diesel,Front-wheel drive,-1,11.580055674656462
180,1,119,3021.494691066033,14.2,2017,Europe,Diesel,Front-wheel drive,0,14.852726075761549
220,2,91,3237.2631404599992,14,2013,Europe,Gasoline,Front-wheel drive,-1,13.356200789945651
270,4,153,3065.8549814242683,17.6,2019,Europe,Gasoline,All-wheel drive,-1,14.69067790853308
150,9,233,2206.9202691546825,17.8,2005,USA,Gasoline,Front-wheel drive,0,19.651184547973457
160,4,101,3760.7555538094366,16.2,2007,Asia,Diesel,Front-wheel drive,1,10.704862245422934
210,7,143,3176.4877203957108,12.8,2002,Europe,Diesel,Front-wheel drive,1,14.724893821644196
160,3,131,2737.377937952796,11.4,2021,USA,Diesel,All-wheel drive,-2,16.27180264321267
160,7,163,2942.634220984269,12.8,2003,Asia,Diesel,All-wheel drive,-1,16.25451485157106
220,3,154,2615.2894390330675,13.5,2014,Asia,Gasoline,All-wheel drive,0,17.387635033042503
190,4,141,2880.942719542552,17.6,2004,USA,Diesel,Front-wheel drive,,15.00238883586641
200,8,114,2909.2069667949586,10.7,2017,Europe,Gasoline,Front-wheel drive,-1,15.557234613168074
130,,143,3042.936894173251,14.8,2008,USA,Gasoline,All-wheel drive,1,14.955309475133093
310,1,,2749.9510258313394,,2011,Europe,Gasoline,All-wheel drive,0,16.563509589952485
200,3,178,3187.744845362715,16.3,2015,Asia,Diesel,Front-wheel drive,,14.27042784643844
230,6,144,2366.425617128209,16,2022,USA,Diesel,Front-wheel drive,0,18.21213019936698
240,3,142,3467.346011817798,,2020,USA,Diesel,Front-wheel drive,,12.713522085876335
140,5,121,2568.678483369127,16.1,2020,Asia,Gasoline,All-wheel drive,0,16.509936943607613
220,9,156,2678.855494319448,15.9,2017,Europe,Gasoline,All-wheel drive,0,16.419577239730806
190,1,169,2712.292665841043,,2001,Asia,Gasoline,All-wheel drive,0,16.214029849405915
260,2,,2707.0712808157678,15.9,2018,Asia,Diesel,All-wheel drive,0,16.569611426816106
160,2,186,3437.506862223406,19.4,2014,USA,Diesel,All-wheel drive,-1,12.889362899276938
170,6,109,3418.785171337123,11.8,2002,Asia,Gasoline,All-wheel drive,0,13.114524632735987
280,6,,3296.03227896131,10.6,2005,Europe,Gasoline,All-wheel drive,-1,13.747645341835952
230,8,,2925.6602077629136,,2012,Asia,Gasoline,All-wheel drive,-1,15.112902469407947
230,,204,2991.728263448656,16.2,2013,USA,Gasoline,Front-wheel drive,0,15.69015383166648
190,1,91,3632.6705376590076,16.6,2014,Europe,Diesel,Front-wheel drive,1,11.040107674819925
220,,190,3269.704089754514,19.3,2002,Europe,Gasoline,Front-wheel drive,-1,13.5954730338888
130,4,123,3278.1340569824315,15.8,2021,Europe,Gasoline,Front-wheel drive,1,12.985350551793449
220,3,,3673.7885788159792,,2015,Europe,Diesel,Front-wheel drive,1,11.583473753896786
270,4,,2708.238419680485,17.3,2015,Europe,Diesel,Front-wheel drive,0,16.39909598603402
160,3,,2817.97759124642,17.1,2003,Asia,Diesel,All-wheel drive,1,15.468457902200937
260,3,,3393.934821558355,8.9,2021,USA,Gasoline,All-wheel drive,-1,13.545633657114937
180,6,,3168.1529063097623,16.8,2014,USA,Gasoline,All-wheel drive,3,13.789646676230399
170,4,139,2514.08792087737,,2008,Asia,Diesel,All-wheel drive,-2,17.040388982400206
160,1,162,2199.579890165837,,2015,Europe,Gasoline,All-wheel drive,-1,19.052830112104044
200,2,179,2535.700651378895,15.9,2002,Asia,Diesel,Front-wheel drive,1,17.028366193018105
240,1,155,2423.1688832931295,13.4,2020,Europe,Gasoline,All-wheel drive,0,17.649511330676244
200,7,135,2639.1131035317576,15.6,2018,USA,Gasoline,Front-wheel drive,1,16.63555528731203
110,9,152,3270.727559407059,,2016,USA,Gasoline,Front-wheel drive,-1,13.387147911631113
160,5,102,2350.565458767852,19.9,2001,Asia,Gasoline,Front-wheel drive,0,17.19624095864793
210,4,161,3112.258681809287,12.1,2008,Asia,Diesel,All-wheel drive,-1,14.689207457277405
260,5,127,3848.591669586769,,2021,Europe,Diesel,Front-wheel drive,0,10.33438411985394
310,5,144,3482.48558744267,22.2,2016,USA,Gasoline,Front-wheel drive,1,11.792266012558471
160,3,165,2839.5193207886746,15,2010,Europe,Gasoline,Front-wheel drive,1,16.059104540862904
